AOD,RH,WS,TEMP,PBL,SP,NDVI,PM2.5
142,34.2,6.988,297.57,1607,90.356,4532,8.155
606,30,5.073,298.35,1400.8,100.81,4048,35.43
390,29.8,4.895,298.57,1430.6,100.88,3207,31.57
401,29.8,4.851,298.62,1438.1,100.9,4091,37.405
691,30.6,5.224,298.25,1391,100.76,3782,30.9
659,30.5,5.195,298.32,1400,100.78,4197,35.67
635,30.3,5.494,298.68,1460.8,100.86,3886,34
593,30,5.34,298.72,1443.7,100.89,-654,41.05
396,30.1,5.197,298.43,1357.3,100.93,3796,38.57
212,41.8,7.914,298.76,1450,93.781,4372,9.618
651,30.1,5.307,298.73,1423.5,100.89,3429,42.07
378,30.3,5.288,298.24,1322.7,100.94,3857,44.38
708,30.2,5.457,298.68,1411.2,100.89,3428,27.38
96,54.7,7.086,298.25,1311.6,94.924,6209,18.38
99,55.4,6.926,298.1,1302,94.719,6591,17.88
118,57.2,6.628,298.06,1276.8,95.054,5594,15.71
227,49.8,7.849,300,1358.5,96.779,2854,18.62
177,50.9,7.94,299.96,1340.8,96.88,2747,27.1
176,44.8,8.313,300.91,1427.6,96.996,6579,14.33
171,47.7,8.2,300.51,1385.8,96.99,7731,12.1
150,47.7,8.242,300.66,1391.3,97.125,6917,12.32
147,46.3,8.258,300.92,1422.2,97.118,6122,10.14
358,33.6,2.005,305.93,2659.2,80.824,3603,19.75
321,34.4,2.045,306.41,2626.7,81.764,3485,17.475
507,52.7,1.711,302.77,2165.5,84.765,3151,32.565
292,59.2,1.77,305.52,1342.3,100.51,-1254,19.52
622,24.4,4.771,300.39,2271.2,88.86,2768,8.59
506,25,5.344,301.42,2184.2,90.345,3106,21.24
252,18.8,4.427,301.58,1945.3,90.099,3532,33.73
160,19.1,4.338,301.1,1963.8,89.485,3701,30.28
466,23.8,6.301,302.24,2018,91.187,3584,38.42
466,24.6,6.416,301.48,2011.1,90.305,2748,10.33
236,19.5,4.884,300.51,1997.5,88.525,4802,21.23
223,26.4,6.395,298.73,2170.7,86.618,2741,18.86
163,33.6,4.227,298.29,2601.4,90.489,2865,14.95
163,34.5,3.952,298.31,2572.7,90.878,2529,16.635
54,15.6,3.934,302.87,2715.5,88.438,1496,50.75
127,26.9,7.699,296.74,2845.1,83.646,2221,35.52
350,15.7,8.3,301.45,2577.4,88.217,2165,56
189,25.6,7.624,297.26,2894.3,83.94,1888,37.95
56,30.3,2.424,300.79,2606.2,92.743,5957,11.82
65,30.8,2.434,300.71,2599.5,92.795,5492,23.013
276,22.3,7.941,298.35,3122.2,84.347,2230,24.49
428,22.5,7.836,298.37,3136.8,84.415,1860,20.955
237,26.7,6.815,298.64,2682.3,86.348,3624,14.62
197,13.9,9.106,301.9,2834.9,88.008,2245,56.95
427,20.8,8.15,298.96,3092.8,85.013,2321,26.5
541,21.1,8.073,298.88,3095.8,84.99,2278,21.32
560,21.3,8.001,298.8,3098.9,84.968,2708,22.18
268,26,6.612,299.13,2710.6,86.823,2201,17.27
251,26.2,6.522,299.13,2691.7,86.92,2402,17.18
332,19,8.15,299.78,3049.2,85.95,2684,47.27
447,19.3,8.052,299.8,3035.5,86.027,2164,28.5
532,18.2,8.171,300.18,3071.2,86.276,2180,43.543
550,18.6,8.072,300.16,3053.1,86.326,2135,33
524,43.7,3.283,298.21,1957.5,98.599,2848,41.05
464,45.6,3.161,297.53,1889.7,98.826,2317,42.625
158,11.1,10.516,301.32,3646.1,85.864,2271,54.5
171,11.1,10.409,301.44,3645.6,86.026,2155,52.18
595,46.2,3.113,297.4,1728,98.883,-372,44.53
122,15.4,10.184,294.45,2668.5,78.394,673,27.95
149,11,10.443,301.33,3654.5,85.825,2295,50.36
383,30.4,3.52,302.68,1911.4,99.315,2793,76.828
330,31,3.547,302.54,1916.2,99.293,2955,61.27
63,10.9,10.464,301.11,3641.8,85.488,2772,46.68
73,10.8,10.383,301.24,3656.6,85.618,2353,58.91
448,24.8,2.459,304.95,2187.7,99.413,3706,48.95
496,24.8,2.379,304.89,2137.2,99.466,4342,45.48
179,14.7,9.195,299.95,3256.4,85.043,2669,45.885
726,23.5,2.34,304.84,2248.5,99.728,2710,62.947
664,24.1,2.248,304.53,2211.2,99.738,2949,51.25
493,16.8,2.501,308.09,2778,98.358,3436,42.82
457,22.5,2.278,304.95,2305.6,99.762,1969,57.36
514,16.6,2.511,308.25,2744.4,98.559,2765,50.407
482,17,2.594,308.23,2611.1,99.039,3393,60.025
266,56.2,3.459,291.56,885.08,99.904,-1975,40.06
260,56,3.547,291.57,864,99.919,-1752,29.09
286,12.8,8.006,302.49,3399.7,86.83,2756,24.025
287,17.3,3.107,307.47,2500.3,99.692,2976,39.28
81,12,8.447,302.84,3337.9,87.523,2588,43.333
257,16.9,3.103,307.68,2512.3,99.687,3551,39.32
690,12,2.896,310.22,3501.5,97.764,3159,79.81
157,12.5,8.019,302.48,3246.1,86.752,4298,24.18
819,11.4,3.376,310.49,3621,97.629,2767,55.73
818,11.9,2.983,310.34,3488,97.899,2741,84.783
726,12.4,2.597,310.19,3355.1,98.168,2926,77.67
242,12.4,7.879,302.94,3265.3,87.256,2688,41.82
663,10.8,3.917,310.47,3741.3,97.103,4149,56.68
401,12.3,7.814,303.23,3241.1,87.62,2238,71.107
331,12.6,7.727,304.15,3478.5,88.617,5728,31.36
351,12.4,7.656,304.63,3535.1,89.12,5291,31.33
391,12.2,7.588,305.12,3591.7,89.624,3801,47.64
316,12.7,7.827,303.13,3225.8,87.588,2823,52.637
501,15.2,2.414,308.75,2498.7,99.498,3034,58.257
323,12.7,7.786,303.26,3192.1,87.778,2579,58.82
136,14.8,7.778,301.42,2823,86.435,2999,31.41
374,14.8,3.092,308.8,2497.6,99.59,3613,59.91
366,15,3.126,308.77,2491.1,99.599,3420,56.575
344,18.8,3.895,307.13,2394.5,99.65,3737,36.32
422,19,4.001,306.99,2384,99.644,4024,36.475
356,33.9,4.378,299.42,1538.8,99.126,4741,22.91
370,39.1,4.389,297.82,1839.9,99.357,3847,19.64
454,31.2,4.397,300.85,1590.6,99.355,3896,31.32
595,10,4.279,311,3866.1,97.073,3125,60.43
599,10.4,3.727,310.96,3793.6,97.478,2915,59.94
236,19.7,4.275,306.66,2336.6,98.585,4016,41.09
496,19.8,4.427,306.44,2318.6,98.477,3411,34.865
481,19.8,4.534,306.35,2296.4,98.76,4708,64.65
716,19.7,4.658,306.34,2269,99.336,3630,36.09
487,28.7,4.925,302.67,2061.4,99.112,3405,29.36
188,20.1,4.172,306.57,2345.5,98.259,4647,18.045
626,20.6,4.659,305.55,2270.6,99.341,5135,45.86
658,21.1,4.613,305.29,2253.1,99.443,4423,35.137
563,25.2,4.774,303.89,2097.8,99.49,3815,35.36
248,15,5.901,302.5,3001.2,87.601,5495,69.59
614,10,4.808,311.38,3733.2,97.706,2995,63.68
676,10.3,4.391,311.36,3710.5,97.991,3235,58.865
304,19.2,3.555,307.09,2484.9,98.324,2675,43.32
218,19.5,3.671,306.93,2456.9,98.23,3241,49.295
207,19.8,3.79,306.76,2428.8,98.135,3221,33
592,20.6,4.76,305.62,2322.2,99.282,3933,39.18
121,17.2,1.106,298.17,2864.9,80.924,1902,34.535
632,10.3,4.568,311.46,3686.8,98.125,3793,68.09
608,14.8,2.45,309.44,2813.2,99.401,3198,67.487
165,22,4.797,305.19,2272,96.815,5837,34.73
497,36.6,4.126,300.51,1907.7,99.616,3188,32.59
717,28.5,3.783,302.98,2167.6,99.712,2961,34.82
721,36.3,3.771,300.75,1879.1,99.675,2921,39.68
266,14.3,7.762,303.05,2893.9,88.281,3617,29.68
211,23.5,4.644,305.16,2217,97.076,4294,43.57
206,23.4,4.773,305.04,2215.6,96.956,3677,43.73
669,26.9,3.629,303.05,2234.4,99.706,3450,26.685
694,40.4,3.733,299.63,1707.8,99.704,3653,36.27
140,20.9,2.182,297.17,2759.7,79.123,1564,43.36
236,14.7,7.766,302.76,2844.4,88.076,3127,36.025
240,14.5,7.763,302.89,2860.4,88.161,4839,40.5
380,10.6,5.638,310.62,3555.8,96.903,4214,71.45
255,22.4,3.788,306.39,2365.2,98.134,4089,31.45
219,22.8,3.942,306.13,2325.3,97.954,4959,37.025
621,40.3,3.629,299.48,1703.6,99.722,42,37.9
206,22.3,2.277,297.18,2770.8,79.078,2261,36.32
210,22.6,2.272,297.12,2775.7,79.148,2156,51.545
475,15.2,6.306,304.71,2900.9,90.612,3655,20.48
460,15.2,6.371,304.65,2898,90.554,2821,24.908
538,10.3,5.362,311.46,3610,98.043,3312,51.315
503,10.5,5.156,311.63,3627.5,98.42,3171,51.86
570,48.5,4.138,297.39,1365,99.762,-3000,32.545
437,11.1,5.863,309.83,3440,96.164,3915,44.55
186,18.6,3.463,301.01,2575.6,86.693,4921,28.43
503,11.5,5.589,310.55,3407.1,97.578,2997,43.975
737,13,4.667,310.96,3493,99.217,3320,48.91
703,13.3,4.546,310.85,3462.6,99.291,3343,50.9
320,21.3,3.682,295.93,2592.4,76.489,3966,37.87
177,32.3,4.128,296.21,2298.6,79.137,3117,22.11
183,19.8,3.271,301.07,2483.8,87.139,5858,33.3
264,15,6.93,304.74,2785.7,91.059,4802,17.545
310,15.1,6.826,305.28,2763,91.902,4307,23.015
512,21.8,4.074,307.89,2604,99.429,4996,45.18
469,22.4,4.067,307.63,2572,99.387,5596,50.77
391,31,5.093,300.77,1795.8,99.163,3291,44.45
426,33.5,4.718,299.75,1604.1,99.323,3629,42.36
542,12.6,6.403,309.77,3074.5,97.368,4196,51.615
454,14.9,6.877,307.05,2775,94.484,3869,20.91
437,14.6,6.826,307.5,2810.7,95.015,3089,44.73
501,13.1,6.47,309.82,2997.3,97.865,3491,46.23
410,13.3,6.357,309.89,3005,98.064,3949,47.77
603,17.3,5.232,309.43,2921.1,99.392,3048,52.363
395,19.4,5.727,304.55,2239.8,93.39,4670,23.36
426,14.8,6.795,308.07,2768.7,96.012,3049,56.64
182,18,4.587,303.29,2416,90.552,4846,22.545
398,19.6,5.824,304.62,2164.6,93.806,4014,42.08
385,20,5.838,304.4,2139.3,93.586,3447,37.365
182,27.1,5.265,305.63,2176,98.606,5149,35.14
539,27.1,5.777,305.27,2078.2,98.997,3632,36.68
539,27.1,5.811,305.2,2062.3,99.056,2487,66.41
507,27.2,5.846,305.13,2046.3,99.116,4045,35.32
74,17.8,1.433,291.9,3185,68.559,5610,29.05
197,18.9,4.522,303.2,2333.5,90.702,4690,27.23
440,14.9,6.71,309.64,2737.9,98.729,3315,57.5
458,27.4,5.812,305.32,2086.6,99.169,4183,65.43
198,19.5,4.456,303.53,2266.7,91.451,5307,29.32
605,15.7,6.67,309.15,2614.2,98.344,3879,81.14
565,15.5,6.663,309.38,2632.5,98.655,3041,48.14
449,15.9,6.358,309.5,2656.9,99.27,3901,46.05
255,27.9,5.481,305.57,2161.4,98.955,2588,53.95
299,19.3,5.825,303.83,2173.7,92.717,4461,39.603
675,16.4,6.628,308.88,2510.8,98.272,3304,80.18
649,16.2,6.621,309.12,2527.2,98.58,2459,66.79
583,16,6.616,309.35,2543.6,98.888,2570,98.86
469,16.3,6.392,309.36,2577.2,99.223,4193,41.91
464,16.4,6.349,309.36,2584,99.29,3693,40.93
322,27.3,5.417,306.06,2315.2,99.345,5299,44.57
234,28.2,5.548,305.57,2171.3,99.163,5026,51.18
522,30.3,5.437,301.88,1675.9,99.977,2449,40.09
232,20.4,4.537,304.49,2098.4,93.641,4393,34.5
473,18.4,6.337,306.36,2245.2,95.784,3619,42.56
459,18.3,6.399,306.68,2242.2,96.19,4116,42.5
517,30,5.64,302.41,1784.8,100.04,5932,36.59
182,44.3,5.42,296.75,1674.9,83.336,6452,13.5
147,44.4,5.222,296.63,1665.1,83.32,4610,19.68
198,21.8,4.585,304.03,1918.2,93.868,4546,13.77
189,22.3,4.591,303.46,1887.4,93.273,4562,16.91
370,28.9,5.769,305.51,2176.8,99.606,5160,39.81
494,29.6,5.939,303.62,1923.2,100.03,5717,35
153,22.4,4.412,303.52,1851,93.465,5368,16.09
140,22.9,4.412,302.96,1825.5,92.847,6243,14.3
452,24.4,5.972,307.63,2364.6,99.577,3556,32.113
135,46,4.715,296.38,1593,83.786,8940,8.36
98,38.9,4.675,298.08,1648.4,85.993,7733,14.68
101,38.3,4.591,298.22,1646,86.279,4857,18.79
106,37.7,4.509,298.36,1643.6,86.565,3548,23.105
103,37.2,4.428,298.5,1641.2,86.852,3425,25.39
202,23.3,4.012,303.2,1997.8,92.049,3983,20.64
296,22.3,3.981,303.52,2043.3,92.338,2995,16.707
420,22.3,4.004,303.45,2015.6,92.408,3268,33.36
324,22.3,4.028,303.37,1987.8,92.478,2559,23.86
197,22.3,4.052,303.3,1960.1,92.548,4623,16.5
170,22.3,4.102,303.15,1904.6,92.687,7800,11
237,29.5,5.806,305.91,2264.5,99.729,4904,27.32
376,22.7,3.885,302.56,1978.5,91.367,3189,28.865
287,22.7,3.879,302.48,1957.8,91.415,2805,19.127
177,22.7,3.876,302.41,1937.1,91.463,4040,25.95
219,30.5,5.864,305.73,2195.4,99.751,3065,29.84
212,30.6,5.871,305.66,2199.2,99.763,3087,28.88
176,23.1,3.734,301.6,1927.7,90.352,3953,16.205
203,31.4,5.924,305.56,2126.3,99.773,3788,27.68
423,19.7,5.469,307.94,2168.9,99.192,3278,48.74
404,20.1,5.173,307.72,2161.7,99.183,3190,43.55
224,32.8,5.936,305.41,1897.3,99.772,4044,25.59
198,33.3,5.948,305.23,1856.7,99.762,3891,29.18
415,33.6,5.822,304.17,2005.3,100.05,3752,26.357
315,33.8,5.813,304.01,1964.6,100.08,4743,29.23
374,29,5.658,306.24,2054.6,99.8,3766,63.05
357,29.4,5.691,306.21,2050.6,99.811,6696,47.05
226,34,5.905,305.1,1810.4,99.82,3886,61.18
365,18.8,3.887,307.63,2669.3,98.105,2393,37.27
368,19.2,4.01,307.6,2591.4,98.293,3877,52.21
379,19.6,4.135,307.57,2513.6,98.481,3478,58.135
416,24.3,5.13,307.48,2065.8,99.713,3433,37.877
211,35.4,5.834,304.8,1749,99.947,2342,43.213
429,37.8,5.669,302.21,1540,100.25,4855,26.55
506,37.7,5.731,302.29,1557.1,100.27,3980,27.82
344,23.2,4.454,307.33,2149.9,99.483,2611,38.32
382,24.9,4.978,307.35,2032.6,99.742,3396,46.36
435,38.9,5.653,301.91,1472.3,100.28,4220,29.09
465,38.7,5.713,302,1493.9,100.3,5102,30
507,38.8,5.244,300.88,1607.3,100.4,3446,28.67
516,39.7,5.115,300.75,1577.9,100.41,3663,29.455
521,40.2,4.914,300.28,1556.9,100.42,3934,21.05
383,22.7,4.633,306.02,2277,98.01,3556,40.615
329,27.1,4.622,306.27,2058,99.161,3224,16.36
363,23.9,4.858,305.9,2153.8,98.374,3484,43.847
299,28,4.75,305.87,2000.5,98.936,3013,12.67
318,28,4.714,306.03,2014.2,99.118,2739,20.09
204,40.1,5.314,303.41,1670.1,100.05,2859,51.023
127,38.6,5.467,304.29,1498.5,100.05,3639,28.663
104,40.5,5.215,303.27,1664.6,100,3833,34.77
110,40.4,5.169,303.19,1679.5,99.979,3156,38.59
158,41.2,5.347,303.57,1603.9,100.11,2881,15.45
136,36.4,3.277,299.56,1464.2,91.492,7836,21.41
208,34.5,4.328,300.63,1286,94.034,5746,25
144,41.8,5.315,303.45,1580.2,100.12,4235,26.5
203,41.5,5.156,303.28,1636.7,100.03,3601,9.615
208,34,4.346,300.88,1320.4,94.283,7299,12.64
889,48.5,3.946,299.53,1364.5,100.47,3207,36
968,48.4,3.894,299.51,1396.2,100.49,4091,46.385
210,30.4,3.708,301.63,1560.7,94.235,8377,31.32
707,50,4.107,299.6,1214.1,100.36,3782,33.5
786,49.8,4.058,299.57,1240.5,100.38,4197,38.77
936,49,3.844,299.47,1359.4,100.47,3931,42.36
488,49.6,4.278,300.2,1198.7,100.09,5029,43.85
319,37,4.39,303.47,1551.1,98.482,5471,27.653
360,37.3,4.506,303.58,1568.7,98.685,5552,19.55
653,51.1,3.862,299.45,1246,100.37,5210,36.71
681,50.5,3.752,299.39,1297.6,100.42,4175,38.36
616,52.9,3.791,299.31,1165.6,100.32,3876,29.565
840,50.7,3.401,299.16,1343.2,100.51,3886,38.95
958,48.6,2.942,298.72,1384.2,100.54,3796,64.27
852,51.1,3.317,299.06,1300.8,100.51,4028,48.6
956,49.7,3.138,299,1333.5,100.54,3429,68.845
1149,48.3,2.79,298.52,1415.7,100.55,3857,76.32
383,39.2,3.505,302.9,1409,98.594,4843,42.785
215,47,3.794,301.68,1368.3,99.225,4136,29.18
565,48,3.216,301.33,1336.6,100.08,4864,26.36
428,54,3.699,299.27,1031.3,100.32,5733,39
447,54.3,3.697,299.18,1027,100.33,6477,37.32
595,52.3,3.327,299.07,1251.1,100.42,5963,43.69
765,51.6,3.238,298.96,1258.4,100.51,2476,42.483
773,51.3,3.205,298.94,1266.5,100.53,4413,14.09
370,40.3,3.377,302.81,1386,98.751,5902,39.64
563,54.5,3.563,299.19,1013.9,100.34,5322,34.09
817,51.1,3.116,298.92,1264.3,100.54,3770,55.775
1090,49.6,3.006,298.9,1358.6,100.55,3428,51.18
785,51.4,3.074,298.87,1237,100.54,4509,50.145
925,51,3.076,298.92,1264.7,100.54,3550,49.12
157,36.2,4.659,301.67,1964.8,92.677,4744,27.32
1189,49.2,2.727,298.38,1424.3,100.58,3579,61.955
801,55.5,3.137,299.09,976.27,100.26,5525,27.86
478,55.9,3.088,298.99,1184.3,100.15,4550,44.31
440,54.3,2.978,298.81,1161.9,100.32,6552,37
648,53.8,2.945,298.75,1154.5,100.38,4712,31.67
911,50.5,2.984,298.98,1315.3,100.55,3615,47.34
1033,49.6,2.809,298.67,1394.9,100.58,3502,51.45
1161,49.3,2.254,297.7,1371,100.6,3607,63.23
1198,49.3,2.276,297.76,1376,100.6,2838,68.73
95,32.1,5.06,302.93,2134.8,92.618,4213,25.135
95,32,4.86,303.2,2118,93.271,6257,23.41
207,45.2,4.866,296.33,1905.5,84.635,6294,13.32
798,49.6,2.763,298.76,1402.4,100.59,4209,64.35
437,53.7,2.539,299.61,1040.6,99.925,3712,40.89
558,57.9,2.675,298.67,981.83,99.556,3863,20.333
587,53.2,2.663,299.02,1240.9,100.2,3614,34.497
176,35.7,4.719,301.92,1962.9,92.201,4177,24.27
701,50.4,2.525,298.89,1390.5,100.58,4073,47.6
206,34.8,4.532,302.8,1944.3,93.485,3735,20.17
206,34.3,4.428,303.17,1949.9,93.947,3620,17.545
113,39.3,1.817,302.53,1675.4,96.858,6579,25.27
385,52.6,2.463,299.76,1184.6,99.202,3877,51.747
136,34.8,4.428,303.18,1911,94.177,3718,13.36
112,40.1,2.099,302.53,1682.6,96.977,6122,22.86
121,40.5,3.419,303,1749.9,95.993,6194,16.762
110,44.8,3.627,297.33,1790.1,87.295,7146,9.36
132,39.3,4.173,303.09,1829.8,95.049,4243,22.33
116,43.9,3.614,297.67,1786.3,87.719,8299,17.927
351,62.8,2.889,299.12,891.75,99.347,6231,35
351,63,2.892,298.99,890.09,99.231,4928,34.043
163,38.9,4.51,302.13,1816.4,94.41,6113,18.82
191,38.8,4.621,301.85,1809.4,94.233,5440,22.455
521,59,2.037,300.18,1019,100.15,1580,55.36
546,59.3,2.069,299.98,1013.3,99.906,6446,30.27
493,58.9,1.911,300.12,1044.9,100.09,4059,30.975
504,59,1.933,299.91,1043.8,99.797,6775,30.95
239,45.8,1.886,302.47,1580.1,99.866,6483,11.71
217,49.4,2.074,301.59,1442.7,99.495,5816,31.41
425,64.3,2.699,297.34,1273.7,96.489,4605,35.877
369,57.5,1.934,299.23,1198.9,99.892,6553,22.73
369,58.6,1.913,299.03,1155.3,100.02,3162,26.32
376,54.3,1.889,300.86,1307.8,99.993,6617,22.23
369,58.7,1.817,299.08,1175.2,100.14,35,41.64
369,59.8,1.814,298.88,1133.7,100.23,3305,39.803
353,54.9,2.03,300.69,1297,99.869,5340,25.34
465,57.1,2.087,300.04,1246,99.897,5276,33.4
202,56.9,2.381,298.81,1356.8,95.401,7628,20.635
425,56.4,2.183,300.17,1275.3,99.853,5653,31.14
514,57.1,2.167,300.02,1258.1,99.86,2880,29.27
510,57.7,2.152,299.87,1240.9,99.867,4614,36.715
404,56.3,2.284,300.16,1289.1,99.794,6825,35.82
513,57,2.263,300.01,1270.2,99.823,3840,36.473
539,57.6,2.243,299.86,1251.4,99.851,3496,41.45
372,65.9,1.497,297.75,1039.6,100.04,6259,32.73
372,67,1.5,297.58,1038.7,99.854,4996,45.15
279,53.5,2.614,300.61,1387.4,99.314,6727,39.5
537,56.9,2.448,299.95,1289.6,99.733,5264,34.18
568,57.7,2.417,299.79,1268,99.79,7109,34.81
531,58.4,2.392,299.63,1252.4,99.773,6321,30.77
437,56.4,2.516,300.03,1313.9,99.613,6063,32.05
556,57.2,2.483,299.86,1291.9,99.664,4158,35.577
563,58.7,2.422,299.54,1253.6,99.691,3634,42.378
496,58.9,2.402,299.39,1254.1,99.442,7960,41.77
355,59,1.908,298.61,1303.2,98.171,5566,41.115
358,59.2,1.808,298.62,1302.3,98.342,6443,47
198,60.7,2.479,297.78,1349.9,94.206,7785,14.43
279,53.8,2.908,300.19,1439.2,97.764,5061,32.4
311,53.8,2.866,300.25,1431.1,98.06,5138,30.95
343,60.2,1.851,298.3,1277.6,97.936,7548,30.75
395,62.8,1.159,298.27,1215.6,99.528,7305,24.86
480,61.5,2.161,298.24,1238.7,97.861,3894,52.058
244,59.8,2.607,298.76,1313.9,96.583,4433,24.245
233,59.6,2.648,298.73,1308.9,96.543,6868,26.05
268,52.9,3.165,300.05,1519.8,96.876,7060,24.48
284,52.9,3.175,300.06,1533.4,96.785,4716,29.18
325,56.5,2.689,299.53,1337.7,99.218,5711,33.675
377,56.9,3.134,299.4,1430.1,97.513,7388,55.595
403,56.8,3.108,299.45,1414.6,97.833,7166,51.5
431,60.5,3.346,298.42,1323.6,96.944,4466,54.525
17,31.2,2.49,292.85,2441.2,83.607,6597,9.1
98,29.5,2.957,294.33,2412.5,85.584,2436,8.75
408,46.9,2.755,293.43,1549.1,98.419,4306,43
99,23.5,3.293,300.03,1972.1,91.776,3647,15.95
107,43.8,1.69,294.86,1870.1,98.236,6082,18.4
114,22.4,3.19,303.86,2159.8,95.595,839,17.95
218,49.4,2.135,294.75,1956.8,97.816,2708,26.47
240,48.6,1.961,294.87,1974.6,97.84,6686,13.9
155,17.9,5.882,304.01,2262.4,93.646,1396,31.45
195,17.1,4.913,305.19,2277.4,95.372,773,29.2
188,17.4,6.184,304.66,2301.5,94.307,1782,6.05
231,50,1.864,294.5,2048.5,96.993,6458,16.85
302,49.6,1.734,294.52,2056.7,96.804,3744,15.45
761,38.5,6.497,299.27,2299.3,88.963,2768,6.35
415,30,2.492,301.59,2199.6,90.154,3532,25.7
327,30,3.295,300.54,2242.3,88.582,4802,19.5
90,18.9,2.33,303.23,2900.2,88.432,1496,20.95
918,47.2,4.664,298.82,1960.9,99.194,2562,45.15
802,47.7,4.721,298.74,1927,99.45,4416,46.3
1011,47.7,4.713,298.7,1975.8,99.175,3155,37.37
467,31.4,0.351,299.48,3104.3,93.227,5957,23.58
452,31.5,0.336,299.53,3080.6,93.277,5492,23.137
254,34.6,5.25,292.82,2616.6,86.832,3624,16.5
247,34.5,5.195,292.91,2626.8,86.889,5868,23
847,54.6,4.506,296.73,1512.9,99.351,2616,47.41
969,55.5,4.509,296.43,1438.6,99.531,-206,53.05
1712,53.3,7.696,297.83,1315.3,99.857,3658,33.1
1098,62.1,6.385,296.19,1538.4,99.095,6044,45.94
1154,64.5,6.746,295.88,1525.6,99.213,2317,40.55
1503,67.7,6.68,295.47,1436.6,99.236,-372,45.06
962,29.3,3.676,294.51,2737.9,80.79,3311,83.225
1646,41.8,5.009,301.94,1791.3,99.531,2955,70.545
1149,25.5,2.866,305.47,2428.7,99.676,3706,55.84
1400,26,2.926,305.38,2450.3,99.731,4342,53.63
1510,33.5,3.415,304.23,1806.5,99.93,3383,56.44
1522,36.1,3.378,303.75,1545,99.959,3551,53.5
1715,38.1,3.431,303.22,1478.6,99.965,3351,58.05
1715,40.1,3.491,302.7,1412.1,99.971,3236,38.1
655,20.7,1.912,306.59,2046.4,98.683,3436,32
1587,37.5,3.289,303.54,1460.7,99.966,1969,68.35
724,20.6,1.912,306.71,2011.9,98.876,2765,36.367
880,20.6,2.227,306.8,1980.4,99.354,3393,52.815
523,32.1,5.441,295.21,2120.8,81.938,1025,68.91
640,24.7,6.627,299.64,2348,85.867,3818,25.7
1554,32.9,2.479,305.51,1483.4,99.89,2976,78.785
1324,32.1,2.327,305.76,1469.4,99.878,3551,83.8
766,22.3,6.208,300.66,2421.9,86.466,3976,43.68
776,21.7,6.09,300.92,2478.2,86.613,3739,66.17
693,32.1,6.164,299.65,1242.8,99.655,-2345,49.835
611,34.8,9.587,303.43,1495,99.462,3228,60.25
653,38.4,9.734,302.52,1334.5,99.546,2991,69.6
307,30.1,5.729,296.79,1941.1,84.032,2596,59.8
1010,24.9,2.317,307.06,1447.7,99.769,3613,96.95
1061,24.6,2.642,307.21,1461.1,99.771,3420,86.475
1132,16.6,9.826,311.51,2143.9,99.815,2611,83
618,36.5,9.907,304.15,1467.6,99.369,4211,82.25
834,43.6,10.192,302.22,1162.8,99.554,3147,44.55
783,18,9.126,310.64,1913.4,99.676,3737,67.53
844,17.7,9.416,310.85,1952,99.661,4024,74.115
630,23.6,8.064,306.71,2054.8,99.158,4741,47.52
800,51.9,10.36,300.9,923.34,99.607,3847,49.26
752,20.6,8.864,308.08,2177.9,99.375,3896,47.825
241,32.8,5.612,294.72,1738.8,82.345,1236,2.65
1037,70.7,10.27,299.03,573.35,99.559,3111,36.89
696,18.9,10.074,310.26,2024.7,98.647,4016,68.06
705,18.3,10.292,310.5,2098,98.535,3411,57.875
761,15.5,10.251,312.23,2438,99.361,3630,63.595
781,33.5,9.603,307.7,1718.2,99.317,3405,49.3
636,20.5,9.712,309.43,1928.9,98.341,4647,27.6
694,16.4,9.978,311.22,2411.1,99.4,5135,70.3
671,16.6,9.9,311.02,2427.1,99.504,4423,53.65
809,21.7,9.817,310.15,2228.8,99.615,3815,53.95
298,33.2,2.167,289.9,2664.1,70.549,4019,25.28
388,32.5,1.453,291.04,2775,71.884,2492,28.225
888,21.9,8.038,308.52,1832.8,98.435,2675,59.475
1283,21.8,8.329,308.6,1850.6,98.338,3241,66.9
844,16.9,9.993,311.04,2367.5,99.369,3933,53.5
1119,18.5,3.174,308.75,2056.8,98.36,3793,77.9
829,21.1,4.771,308.89,1977.6,99.569,3198,76.883
501,21.5,9.867,308.37,2005.7,96.941,5837,51.5
712,53.7,9.036,302.35,978.59,99.906,3188,51
831,35.6,9.397,306.34,1562.2,99.958,2961,61.25
786,49.4,8.995,303.01,1111.7,99.95,2921,54.85
586,22.8,9.414,307.94,1943.8,97.218,4294,60.45
525,22.5,9.486,307.93,1956.8,97.102,3677,81.65
783,34.2,9.238,306.05,1559.2,99.963,3450,47.565
983,54.1,8.718,301.46,953.17,99.987,3653,56
908,18.3,3.74,308.87,2303.1,97.073,4214,89.7
577,23.4,8.681,308.44,1932.3,98.271,4089,34.55
539,27.7,4.628,305.3,2348.1,90.558,3655,17.15
785,19,3.973,309.11,2040.8,98.237,3312,63.71
766,19.3,3.89,309.16,1951.7,98.624,3171,55.05
732,18.6,3.88,308.7,2454.3,96.296,3915,43.6
321,30.1,0.522,301.65,2647.6,86.539,4921,20.625
600,20.5,4.555,308.67,1994.5,97.729,2997,62.55
616,23,5.253,308.6,1582.9,99.424,3320,62.37
616,23.2,5.467,308.59,1570.5,99.5,3343,68.9
88,30,4.555,289.61,2578.2,67.979,4247,28.55
270,29.1,2.906,299.68,2842.1,83.096,4192,32.45
